"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6442","서울특별시 양천구 신정동","1325","1325","0000","목동파크자이(101동~108동)","84.9770","202506","26","158,300","-","3","개인","개인","2019","목동남로4길 80","-","중개거래","서울 양천구","-"
"6443","서울특별시 양천구 신정동","1276","1276","0000","신트리3","84.2500","202506","26","99,000","-","10","개인","개인","2000","신정로 290","-","중개거래","서울 양천구","-"
"6444","서울특별시 양천구 신정동","1295","1295","0000","목동2삼성래미안","59.5400","202506","26","110,000","-","7","개인","개인","2001","목동남로4길 81","-","중개거래","서울 구로구, 서울 양천구","-"
"6445","서울특별시 양천구 신정동","318-12","0318","0012","목동삼성쉐르빌Ⅱ","164.9800","202506","26","223,000","-","17","개인","개인","2004","목동동로 177","-","중개거래","서울 양천구","-"
"6446","서울특별시 양천구 신정동","337","0337","0000","목동우성2","113.9100","202506","26","98,800","-","1","개인","개인","2000","목동남로4길 6-23","-","중개거래","서울 양천구","-"
"6447","서울특별시 서대문구 홍은동","464","0464","0000","북한산더샵","84.9560","202506","26","118,500","-","14","개인","개인","2017","통일로 510","-","중개거래","서울 서대문구","-"
"6448","서울특별시 서대문구 홍은동","456","0456","0000","두산","84.8400","202506","26","69,500","-","12","개인","개인","1997","모래내로 309","-","중개거래","서울 서대문구","-"
"6449","서울특별시 영등포구 당산동4가","96","0096","0000","당산반도유보라팰리스","127.0900","202506","26","175,000","-","16","개인","개인","2010","국회대로 597","-","중개거래","서울 영등포구","-"
"6450","서울특별시 구로구 신도림동","645","0645","0000","동아3","84.9900","202506","26","130,200","-","8","개인","개인","2000","신도림로 78","-","중개거래","서울 구로구, 서울 영등포구","-"
"6451","서울특별시 구로구 신도림동","647","0647","0000","대림e-편한세상5","84.7890","202506","26","119,700","-","8","개인","개인","2003","신도림로 32","-","중개거래","서울 구로구","-"
"6452","서울특별시 영등포구 여의도동","50","0050","0000","시범","118.1200","202506","26","367,000","-","10","개인","개인","1971","63로 45","-","중개거래","서울 강남구, 서울 영등포구","-"
"6453","서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.8700","202506","26","120,000","-","21","개인","개인","2000","새말로 93","-","중개거래","서울 구로구","-"
"6454","서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.9600","202506","26","111,500","-","9","개인","개인","2008","수명로1길 16","-","중개거래","경기 고양시 덕양구, 서울 강서구","-"
"6455","서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.5300","202506","26","113,000","103","9","개인","개인","2007","강서로47길 108","-","중개거래","서울 강서구","25.07.30"
"6456","서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.9800","202506","26","61,000","-","5","개인","개인","1987","구일로10길 53","-","중개거래","서울 구로구","-"
"6457","서울특별시 강서구 마곡동","744","0744","0000","마곡엠밸리9단지","84.8500","202506","26","153,000","-","15","개인","개인","2021","공항대로 103","-","중개거래","서울 강서구","-"
"6458","서울특별시 영등포구 영등포동7가","203","0203","0000","아크로타워스퀘어","71.9800","202506","26","170,000","-","22","개인","개인","2017","국회대로54길 10","-","중개거래","서울 양천구, 서울 영등포구","-"
"6459","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","59.9800","202506","26","143,000","-","28","개인","개인","2020","여의대방로35가길 19","-","중개거래","서울 영등포구","-"
"6460","서울특별시 영등포구 신길동","4950","4950","0000","래미안에스티움","59.9500","202506","26","140,000","-","2","개인","개인","2017","신풍로 77","-","중개거래","서울 영등포구","-"
"6461","서울특별시 영등포구 신길동","897-1","0897","0001","삼환","84.8400","202506","26","105,000","-","5","개인","개인","1997","여의대방로43라길 9","-","중개거래","서울 영등포구","-"
"6462","서울특별시 영등포구 신길동","69-20","0069","0020","루나플라체","15.0300","202506","26","15,900","-","6","개인","개인","2019","영등포로 395","-","중개거래","서울 영등포구","-"
"6463","서울특별시 강서구 마곡동","746-1","0746","0001","마곡엠밸리12단지","84.8900","202506","26","149,000","-","9","개인","개인","2016","공항대로 140","-","중개거래","서울 강서구","-"
"6464","서울특별시 영등포구 영등포동7가","208","0208","0000","포레나영등포센트럴","59.8976","202506","26","124,000","-","18","개인","개인","2020","국회대로50길 20","-","중개거래","서울 영등포구","-"
"6465","서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","117.7400","202506","26","189,000","-","5","개인","개인","2003","경인로65길 16-15","-","중개거래","서울 구로구","-"
"6466","서울특별시 강서구 마곡동","748","0748","0000","마곡13단지힐스테이트마스터","84.9805","202506","26","150,000","-","7","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","-"
"6467","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","73.1330","202506","26","119,800","-","19","개인","개인","2002","도신로29길 28","-","중개거래","서울 영등포구","-"
"6468","서울특별시 구로구 오류동","338","0338","0000","동부골든","59.9400","202506","26","41,900","-","2","개인","개인","1998","고척로 49","-","중개거래","서울 구로구","-"
"6469","서울특별시 영등포구 문래동3가","54","0054","0000","문래자이","121.5300","202506","26","188,000","-","7","개인","개인","2001","당산로4길 12","-","중개거래","서울 영등포구","-"
"6470","서울특별시 영등포구 문래동3가","54","0054","0000","문래자이","84.9800","202506","26","163,500","-","16","개인","개인","2001","당산로4길 12","-","중개거래","서울 구로구, 서울 영등포구","-"
"6471","서울특별시 영등포구 여의도동","52","0052","0000","은하","121.5200","202506","26","300,000","-","2","개인","개인","1974","63로 7","-","중개거래","서울 영등포구","-"
"6472","서울특별시 영등포구 양평동4가","51-1","0051","0001","경남아너스빌","70.9400","202506","26","82,500","-","13","개인","개인","2000","양평로17길 9","-","중개거래","서울 영등포구","-"
"6473","서울특별시 구로구 온수동","155","0155","0000","온수힐스테이트","59.9800","202506","26","68,000","-","7","개인","개인","2010","부일로9길 127","-","중개거래","서울 구로구","-"
"6474","서울특별시 구로구 고척동","227-1","0227","0001","한성","66.0600","202506","26","36,700","B","2","개인","개인","1989","중앙로15길 132-60","-","중개거래","서울 구로구","25.07.17"
"6475","서울특별시 구로구 고척동","326","0326","0000","청구","59.9400","202506","26","53,250","-","16","개인","개인","1999","중앙로6길 5-15","-","중개거래","서울 구로구","-"
"6476","서울특별시 영등포구 당산동2가","16-1","0016","0001","당산대우","31.7300","202506","26","39,500","-","21","개인","개인","1999","영등포로 106","-","중개거래","서울 영등포구","-"
"6477","서울특별시 구로구 구로동","1259","1259","0000","구일우성","114.4700","202506","26","92,000","-","10","개인","개인","1998","구일로2길 60","-","중개거래","서울 구로구","-"
"6478","서울특별시 금천구 독산동","956","0956","0000","삼익","84.7800","202506","26","66,300","-","8","개인","개인","1998","남부순환로120길 22","-","중개거래","서울 금천구","-"
"6479","서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","84.4080","202506","26","116,000","-","10","개인","개인","2018","시흥대로 291","-","중개거래","서울 금천구","-"
"6480","서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상독산더타워","59.8637","202506","26","74,500","-","34","개인","개인","2019","범안로 1212","-","중개거래","서울 금천구","-"
"6481","서울특별시 금천구 독산동","1133","1133","0000","진도2차","59.9500","202506","26","46,500","-","13","개인","개인","1997","두산로 36","-","중개거래","서울 금천구","-"
"6482","서울특별시 금천구 독산동","1155","1155","0000","금천롯데캐슬골드파크3차","59.9680","202506","26","91,500","304동","17","개인","개인","2018","시흥대로 291","-","중개거래","서울 금천구","25.08.01"
"6483","서울특별시 영등포구 영등포동8가","76-1","0076","0001","삼환","114.7000","202506","26","155,000","-","14","개인","개인","1999","영중로 145","-","중개거래","서울 서초구, 서울 영등포구","-"
"6484","서울특별시 금천구 시흥동","109-1","0109","0001","무지개","53.9200","202506","26","48,000","-","1","개인","개인","1980","시흥대로73길 11","-","중개거래","경기 용인시 수지구, 서울 금천구","-"
"6485","서울특별시 금천구 시흥동","1002-1","1002","0001","럭키남서울아파트","41.2200","202506","26","42,300","-","5","개인","개인","1981","시흥대로47길 43","-","중개거래","서울 금천구","-"
"6486","서울특별시 금천구 시흥동","1010","1010","0000","벽산","59.9400","202506","26","37,500","-","15","개인","개인","2000","금하로 793","-","중개거래","서울 금천구","-"
"6487","서울특별시 영등포구 여의도동","41","0041","0000","대교","95.5000","202506","26","318,000","-","12","개인","개인","1975","국제금융로7길 20","20250714","중개거래","서울 영등포구","-"
"6488","서울특별시 강서구 화곡동","1139","1139","0000","초록","59.3400","202506","26","67,300","-","5","개인","개인","1998","강서로45다길 30-27","-","중개거래","서울 강서구","-"
"6489","서울특별시 영등포구 양평동3가","101","0101","0000","양평현대6차","84.9200","202506","26","118,000","-","23","개인","개인","2000","선유로 207","-","중개거래","서울 영등포구","-"
"6490","서울특별시 영등포구 양평동3가","101","0101","0000","양평현대6차","84.9200","202506","26","118,000","-","23","개인","개인","2000","선유로 207","20250704","중개거래","서울 영등포구","-"
"6491","서울특별시 구로구 고척동","327","0327","0000","동아한신","84.9200","202506","26","74,700","-","20","개인","개인","2000","중앙로6길 17","-","중개거래","서울 구로구","-"
"6492","서울특별시 구로구 고척동","327","0327","0000","동아한신","59.9000","202506","26","57,900","-","14","개인","개인","2000","중앙로6길 17","-","중개거래","서울 구로구","-"
"6493","서울특별시 강서구 방화동","868","0868","0000","신안네트빌1단지","84.0164","202506","26","67,800","-","8","개인","개인","2002","양천로14길 37","-","중개거래","서울 강서구, 서울 양천구","-"
"6494","서울특별시 강서구 마곡동","748","0748","0000","마곡13단지힐스테이트마스터","84.9881","202506","26","149,000","-","5","개인","개인","2017","마곡중앙1로 71","20250626","중개거래","서울 강서구","-"
"6495","서울특별시 강서구 마곡동","738","0738","0000","마곡엠밸리4단지","84.8500","202506","26","146,000","-","3","개인","개인","2014","마곡서로 175","-","중개거래","서울 강서구","-"
"6496","서울특별시 영등포구 신길동","69-20","0069","0020","루나플라체","15.9300","202506","26","15,850","-","15","개인","개인","2019","영등포로 395","-","중개거래","서울 영등포구","25.07.29"
"6497","서울특별시 강서구 가양동","1485","1485","0000","가양6단지","49.5000","202506","26","81,700","-","11","개인","개인","1992","허준로 175","-","중개거래","서울 강서구","-"
"6498","서울특별시 구로구 구로동","800-19","0800","0019","800-19","49.9800","202506","26","18,000","-","2","개인","법인","1996","도림로 14-3","-","직거래","-","25.06.26"
"6499","서울특별시 영등포구 여의도동","30-2","0030","0002","삼부","146.6800","202506","26","465,000","-","7","개인","개인","1977","국제금융로7길 27","-","중개거래","서울 영등포구","-"
"6500","서울특별시 영등포구 당산동","376","0376","0000","강변래미안","79.0500","202506","26","153,000","-","16","개인","개인","2002","버드나루로 130","-","중개거래","서울 영등포구","-"
"6501","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","152.2220","202506","26","164,000","-","2","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 동작구","-"
"6502","서울특별시 동작구 상도동","380-1","0380","0001","성우아파트","72.0000","202506","26","65,000","-","2","개인","개인","1993","국사봉1길 214","-","중개거래","서울 동작구, 서울 서초구","-"
"6503","서울특별시 동작구 상도동","418","0418","0000","쌍용스윗닷홈","59.5780","202506","26","99,000","-","8","개인","개인","2003","상도로 107","-","중개거래","서울 동작구","-"
"6504","서울특별시 동작구 상도동","533","0533","0000","힐스테이트 상도 프레스티지","84.9510","202506","26","145,000","-","2","개인","개인","2013","상도로 346-2","-","중개거래","서울 동작구","-"
"6505","서울특별시 동작구 상도동","521","0521","0000","포스코더샵","152.2220","202506","26","175,000","-","11","개인","개인","2007","장승배기로4길 9","-","중개거래","서울 동작구","-"
"6506","서울특별시 서초구 양재동","90","0090","0000","신영체르니","35.9100","202506","26","57,000","-","8","개인","개인","2002","논현로27길 57","-","중개거래","서울 서초구","-"
"6507","서울특별시 서초구 서초동","1757","1757","0000","서초그랑자이","90.9700","202506","26","400,000","-","12","개인","개인","2021","효령로 391","-","중개거래","서울 서초구","-"
"6508","서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","69.1700","202506","26","58,000","-","9","개인","개인","1996","신림로3길 40","-","중개거래","서울 관악구, 서울 송파구","-"
"6509","서울특별시 관악구 신림동","1703-1","1703","0001","LIG대학마을(건영아파트3차)","69.1700","202506","26","66,500","-","13","개인","개인","1996","신림로3길 40","-","중개거래","서울 관악구","-"
"6510","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(삼성)","59.8500","202506","26","80,000","-","3","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","-"
"6511","서울특별시 관악구 봉천동","1591-2","1591","0002","서울대입구삼성","59.7800","202506","26","71,000","103","6","개인","개인","1999","관악로 125","-","중개거래","서울 관악구","25.08.07"
"6512","서울특별시 관악구 봉천동","1719","1719","0000","관악동부센트레빌","59.7500","202506","26","84,500","-","3","개인","개인","2004","은천로33길 5","-","중개거래","서울 관악구","-"
"6513","서울특별시 서초구 반포동","551","0551","0000","팔라디오","75.9900","202506","26","94,500","1","3","개인","개인","2003","사평대로28길 55","-","중개거래","서울 서초구","25.06.30"
"6514","서울특별시 서초구 반포동","1","0001","0000","래미안원베일리","84.9800","202506","26","637,000","-","28","개인","개인","2023","반포대로 333","-","중개거래","서울 서초구","-"
"6515","서울특별시 서초구 반포동","46","0046","0000","엠브이아파트","129.9300","202506","26","222,000","-","7","개인","개인","1994","고무래로10길 39","-","직거래","-","-"
"6516","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(삼성)","114.7500","202506","26","104,500","-","5","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","-"
"6517","서울특별시 관악구 봉천동","1654-14","1654","0014","미래","66.5950","202506","26","51,000","-","6","개인","개인","2005","남부순환로 1990","-","중개거래","서울 관악구","-"
"6518","서울특별시 관악구 봉천동","729-32","0729","0032","해태보라매타워","59.9400","202506","26","64,000","-","21","개인","개인","1996","보라매로3길 29","-","중개거래","서울 동작구","-"
"6519","서울특별시 관악구 봉천동","1708","1708","0000","두산","84.8700","202506","26","107,500","-","12","개인","개인","2000","봉천로 387","-","중개거래","서울 관악구","-"
"6520","서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.7800","202506","26","92,500","-","16","개인","개인","2000","관악로30길 12","-","중개거래","서울 관악구","-"
"6521","서울특별시 동작구 노량진동","323","0323","0000","우성","84.9600","202506","26","128,500","-","11","개인","개인","1997","만양로8길 50","-","중개거래","경기 용인시 수지구, 서울 동작구","-"
"6522","서울특별시 동작구 노량진동","323","0323","0000","우성","84.9600","202506","26","128,500","-","11","개인","개인","1997","만양로8길 50","20250708","중개거래","경기 용인시 수지구, 서울 동작구","-"
"6523","서울특별시 동작구 동작동","333","0333","0000","이수힐스테이트","133.3850","202506","26","230,000","-","7","개인","개인","2013","동작대로39길 22","-","중개거래","서울 동작구, 서울 서초구","-"
"6524","서울특별시 영등포구 대림동","1123","1123","0000","한솔솔파크","84.8900","202506","26","82,500","-","7","개인","개인","2008","도림천로 431","-","중개거래","서울 영등포구","-"
"6525","서울특별시 동작구 신대방동","724","0724","0000","보라매자이더포레스트","59.3399","202506","26","126,000","-","36","개인","개인","2021","여의대방로22길 121","-","중개거래","서울 동작구","-"
"6526","서울특별시 동작구 신대방동","724","0724","0000","보라매자이더포레스트","84.7739","202506","26","133,000","106","5","개인","개인","2021","여의대방로22길 121","-","중개거래","서울 동작구","25.07.10"
"6527","서울특별시 동작구 흑석동","336","0336","0000","흑석한강푸르지오","84.9800","202506","26","200,000","113","3","개인","개인","2012","흑석한강로 27","-","중개거래","서울 동작구","25.07.17"
"6528","서울특별시 동작구 흑석동","28","0028","0000","한강현대","83.4750","202506","26","234,000","-","5","개인","개인","1988","현충로 151","-","중개거래","서울 동작구","-"
"6529","서울특별시 동작구 사당동","1160","1160","0000","사당롯데캐슬골든포레","59.9775","202506","26","121,000","-","3","개인","개인","2021","사당로 90","-","중개거래","서울 동작구","-"
"6530","서울특별시 동작구 사당동","1153","1153","0000","케이씨씨","84.7472","202506","26","75,000","101","10","개인","개인","2007","사당로20나길 57","-","중개거래","인천 남동구","25.07.30"
"6531","서울특별시 동작구 사당동","1140","1140","0000","삼성","84.8600","202506","26","96,000","-","4","개인","개인","1999","동작대로35아길 14","-","중개거래","서울 구로구, 서울 서초구","-"
"6532","서울특별시 동작구 사당동","1140","1140","0000","삼성","84.8600","202506","26","96,000","-","4","개인","개인","1999","동작대로35아길 14","20250714","중개거래","서울 구로구, 서울 서초구","-"
"6533","서울특별시 동작구 사당동","1134","1134","0000","경남아너스빌1차","84.9800","202506","26","101,500","-","4","개인","개인","1997","사당로9가길 82","-","중개거래","서울 동작구","-"
"6534","서울특별시 동작구 사당동","105","0105","0000","사당우성2","84.6600","202506","26","164,000","-","11","개인","개인","1993","동작대로29길 91","-","중개거래","서울 동작구","-"
"6535","서울특별시 동작구 사당동","1161","1161","0000","이수푸르지오더프레티움","84.9243","202506","26","220,000","-","9","개인","개인","2021","동작대로39길 39","-","중개거래","서울 동작구","-"
"6536","서울특별시 동작구 사당동","1139","1139","0000","사당자이","84.4900","202506","26","104,500","-","12","개인","개인","1999","사당로2가길 102","-","중개거래","서울 동작구","-"
"6537","서울특별시 서초구 잠원동","73","0073","0000","신반포2","150.5800","202506","26","727,000","-","7","개인","개인","1978","신반포로23길 41","20250711","중개거래","서울 서초구","-"
"6538","서울특별시 서초구 잠원동","59-3","0059","0003","잠원현대훼밀리","59.5600","202506","26","207,000","-","10","개인","개인","1997","신반포로 261","20250710","중개거래","서울 서초구","-"
"6539","서울특별시 서초구 잠원동","50","0050","0000","롯데캐슬갤럭시","106.1500","202506","26","370,000","-","18","개인","개인","2002","잠원로14길 3","-","중개거래","서울 서초구","-"
"6540","서울특별시 서초구 잠원동","50","0050","0000","롯데캐슬갤럭시","106.1500","202506","26","370,000","-","18","개인","개인","2002","잠원로14길 3","20250627","중개거래","서울 서초구","-"
"6541","서울특별시 서초구 잠원동","73","0073","0000","신반포2","150.5800","202506","26","727,000","-","7","개인","개인","1978","신반포로23길 41","-","중개거래","서울 서초구","-"
"6542","서울특별시 서초구 잠원동","54-7","0054","0007","신화","57.3300","202506","26","188,000","-","12","개인","개인","1997","잠원로14길 54","-","중개거래","서울 서초구","-"
"6543","서울특별시 서초구 잠원동","56-2","0056","0002","신반포27","84.4900","202506","26","310,000","-","5","개인","개인","1985","잠원로8길 3","-","중개거래","서울 서초구","-"
"6544","서울특별시 서초구 잠원동","71-12","0071","0012","킴스빌리지","23.7000","202506","26","87,000","-","13","개인","개인","1996","잠원로3길 6","-","중개거래","서울 서초구","-"
"6545","서울특별시 서초구 방배동","1008-2","1008","0002","래미안방배아트힐(1008-2)","127.3100","202506","26","250,000","-","20","개인","개인","2004","남부순환로 2311-12","-","중개거래","서울 서초구","-"
"6546","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202506","26","143,000","-","13","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","-"
"6547","서울특별시 강동구 길동","400","0400","0000","길동우성","84.7500","202506","26","100,000","-","11","개인","개인","1994","천호대로193길 37","-","중개거래","경기 과천시, 서울 강동구","-"
"6548","서울특별시 강동구 고덕동","312","0312","0000","배재현대","84.9000","202506","26","131,000","-","5","개인","개인","1995","고덕로61길 37","-","중개거래","경기 의왕시, 서울 강동구","-"
"6549","서울특별시 강동구 둔촌동","89","0089","0000","현대4","84.9400","202506","26","106,000","-","9","개인","개인","1996","진황도로61길 7","-","중개거래","서울 강동구","-"
"6550","서울특별시 강동구 둔촌동","546","0546","0000","신성둔촌미소지움1","59.7800","202506","26","89,000","-","1","개인","개인","1998","명일로 102","-","중개거래","서울 강동구","-"
"6551","서울특별시 강동구 둔촌동","546","0546","0000","신성둔촌미소지움1","59.7800","202506","26","94,000","-","4","개인","개인","1998","명일로 102","-","중개거래","서울 강동구","-"
"6552","서울특별시 강동구 둔촌동","135-1","0135","0001","현대3","69.3000","202506","26","82,900","-","10","개인","개인","1988","진황도로 211","-","중개거래","서울 강동구","-"
"6553","서울특별시 강동구 강일동","684","0684","0000","강일리버파크6단지","84.7400","202506","26","108,000","-","11","개인","개인","2009","아리수로94길 19","-","중개거래","서울 강동구","-"
"6554","서울특별시 강동구 강일동","66","0066","0000","강동리버스트8단지","59.9700","202506","26","89,800","-","8","개인","개인","2021","아리수로93나길 88","-","중개거래","서울 강동구","-"
"6555","서울특별시 강동구 강일동","674","0674","0000","강일리버파크3단지","59.8700","202506","26","92,500","-","9","개인","개인","2009","아리수로93길 40","-","중개거래","서울 강동구","-"
"6556","서울특별시 강동구 강일동","717","0717","0000","고덕리엔파크2단지","59.7200","202506","26","96,900","-","9","개인","개인","2011","고덕로 427","-","중개거래","서울 강동구","-"
"6557","서울특별시 강동구 천호동","288-5","0288","0005","삼익아파트","59.8000","202506","26","72,000","-","11","개인","개인","1997","상암로12길 13","-","중개거래","서울 강동구","-"
"6558","서울특별시 강동구 천호동","528","0528","0000","천호동삼성아파트","84.9700","202506","26","95,000","102","19","개인","개인","1997","성안로25길 6","-","직거래","-","25.07.01"
"6559","서울특별시 강동구 천호동","19-1","0019","0001","우성","64.5300","202506","26","85,000","6","2","개인","개인","1985","구천면로 366","-","중개거래","서울 강동구","25.07.31"
"6560","서울특별시 강동구 암사동","413","0413","0000","프라이어팰리스","114.2720","202506","26","150,000","-","3","개인","개인","2007","고덕로 130","-","중개거래","서울 강동구","-"
"6561","서울특별시 강동구 암사동","414-2","0414","0002","롯데캐슬퍼스트","111.2200","202506","26","181,000","-","30","개인","개인","2008","고덕로 131","-","중개거래","서울 강동구","-"
"6562","서울특별시 강동구 암사동","509","0509","0000","선사현대아파트","114.4200","202506","26","167,000","-","14","개인","개인","2000","상암로 11","-","중개거래","서울 강동구, 서울 송파구","-"
"6563","서울특별시 강동구 암사동","445","0445","0000","한강포스파크","113.8000","202506","26","119,000","-","19","개인","개인","2002","고덕로19길 30","-","중개거래","경기 남양주시","-"
"6564","서울특별시 강동구 암사동","414-2","0414","0002","롯데캐슬퍼스트","111.2200","202506","26","175,000","-","24","개인","개인","2008","고덕로 131","-","중개거래","서울 강동구","-"
"6565","서울특별시 강동구 암사동","414-2","0414","0002","롯데캐슬퍼스트","133.9700","202506","26","160,000","-","2","개인","개인","2008","고덕로 131","-","중개거래","서울 강남구, 서울 강동구","-"
"6566","서울특별시 강동구 상일동","555","0555","0000","고덕아르테스미소지움","59.9700","202506","26","135,000","-","8","개인","개인","2022","동남로 858","-","중개거래","서울 강동구","-"
"6567","서울특별시 강동구 상일동","514","0514","0000","고덕롯데캐슬베네루체","84.9230","202506","26","152,000","-","11","개인","개인","2019","상암로79길 88","-","중개거래","서울 강동구","-"
"6568","서울특별시 강동구 상일동","476","0476","0000","중앙하이츠","52.7400","202506","26","76,000","-","13","개인","개인","1992","구천면로 557","-","중개거래","경기 성남시 분당구, 서울 강동구","-"
"6569","서울특별시 강동구 상일동","476","0476","0000","중앙하이츠","52.7400","202506","26","76,000","-","13","개인","개인","1992","구천면로 557","20250714","중개거래","경기 성남시 분당구, 서울 강동구","-"
"6570","서울특별시 강동구 성내동","551-4","0551","0004","다성이즈빌","25.9200","202506","26","18,700","-","11","개인","개인","2014","성내로8길 22","-","중개거래","서울 강동구","25.07.02"
"6571","서울특별시 강동구 성내동","590","0590","0000","성내동삼성아파트","84.9900","202506","26","126,000","-","19","개인","개인","1999","풍성로 128","-","중개거래","서울 강동구","-"
"6572","서울특별시 강동구 길동","53","0053","0000","삼익파크맨션","72.8900","202506","26","108,000","-","2","개인","개인","1982","명일로 293","-","중개거래","서울 강동구","-"
"6573","서울특별시 강동구 길동","474","0474","0000","강동LG자이","84.8800","202506","26","132,500","-","21","개인","개인","2003","천호대로 1239","-","중개거래","경기 성남시 중원구, 서울 강동구","-"
"6574","서울특별시 광진구 자양동","227-7","0227","0007","더샵스타시티","100.3200","202506","26","185,000","-","7","개인","개인","2007","아차산로 262","-","중개거래","서울 광진구","-"
"6575","서울특별시 용산구 이촌동","404","0404","0000","한가람","59.8800","202506","26","227,000","-","6","개인","개인","1998","이촌로65가길 51","20250701","중개거래","서울 용산구","-"
"6576","서울특별시 용산구 이촌동","402","0402","0000","강촌","114.5950","202506","26","277,000","-","3","개인","개인","1998","이촌로87길 14","-","중개거래","서울 용산구","-"
"6577","서울특별시 용산구 이촌동","404","0404","0000","한가람","59.8800","202506","26","227,000","216","6","개인","개인","1998","이촌로65가길 51","-","중개거래","서울 용산구","25.07.11"
"6578","서울특별시 성동구 송정동","104","0104","0000","서울숲아이파크","116.5800","202506","26","149,000","-","14","개인","개인","2009","동일로 237","20250627","중개거래","서울 강남구, 서울 동대문구","-"
"6579","서울특별시 종로구 숭인동","2-1","0002","0001","종로센트레빌","84.9200","202506","26","109,000","-","5","개인","개인","2008","동망산길 47","-","중개거래","서울 종로구","-"
"6580","서울특별시 성동구 성수동2가","609-2","0609","0002","강변임광","84.7700","202506","26","300,000","-","4","개인","개인","2000","둘레19길 5","-","중개거래","서울 성동구","-"
"6581","서울특별시 종로구 당주동","100","0100","0000","세종","91.4600","202506","26","88,000","-","10","개인","개인","1983","세종대로23길 54","-","중개거래","서울 종로구","-"
"6582","서울특별시 동대문구 전농동","695","0695","0000","동대문롯데캐슬노블레스","59.9800","202506","26","116,500","-","3","개인","개인","2018","답십리로23길 30","-","중개거래","서울 동대문구","-"
"6583","서울특별시 동대문구 전농동","10","0010","0000","전농SK","84.9500","202506","26","94,000","-","8","개인","개인","2000","사가정로 148","-","중개거래","서울 동대문구","-"
"6584","서울특별시 성동구 성수동1가","721","0721","0000","서울숲아이파크리버포레","84.9572","202506","26","355,000","-","14","개인","개인","2024","왕십리로 137","-","중개거래","서울 성동구","-"
"6585","서울특별시 성동구 성수동1가","710","0710","0000","강변건영아파트","84.9520","202506","26","280,000","-","15","개인","개인","2002","왕십리로 36","-","중개거래","서울 성동구","-"
"6586","서울특별시 성동구 성수동1가","709","0709","0000","대우2","84.9700","202506","26","124,500","-","1","개인","개인","1999","상원6길 16","-","중개거래","서울 성동구","-"
"6587","서울특별시 성동구 성수동1가","708","0708","0000","동아그린","112.0900","202506","26","155,000","102","10","기타","개인","1999","상원12길 15","-","중개거래","서울 성동구","25.07.24"
"6588","서울특별시 성동구 성수동1가","708","0708","0000","동아그린","112.0900","202506","26","155,000","-","10","법인","개인","1999","상원12길 15","20250724","중개거래","서울 성동구","-"
"6589","서울특별시 성동구 성수동1가","708","0708","0000","동아그린","112.0900","202506","26","155,000","-","10","기타","개인","1999","상원12길 15","20250724","중개거래","서울 성동구","-"
"6590","서울특별시 동대문구 전농동","6","0006","0000","전농우성","59.7800","202506","26","68,000","-","14","개인","개인","1992","사가정로 190","-","중개거래","서울 동대문구, 서울 성동구","-"
"6591","서울특별시 동대문구 전농동","690","0690","0000","래미안크레시티","59.9900","202506","26","126,800","-","8","개인","개인","2014","사가정로 65","-","중개거래","서울 동대문구","-"
"6592","서울특별시 동대문구 전농동","690","0690","0000","래미안크레시티","59.9900","202506","26","126,800","-","8","개인","개인","2014","사가정로 65","20250629","중개거래","서울 동대문구","-"
"6593","서울특별시 동대문구 전농동","690","0690","0000","래미안크레시티","84.9600","202506","26","150,000","-","8","개인","개인","2014","사가정로 65","-","중개거래","서울 동대문구","-"
"6594","서울특별시 종로구 평창동","179-5","0179","0005","밀레니엄","102.9600","202506","26","62,500","-","4","개인","개인","2017","평창12길 14-4","-","중개거래","서울 종로구","-"
"6595","서울특별시 광진구 광장동","577","0577","0000","현대파크빌","59.7600","202506","26","148,000","-","7","개인","개인","2000","아차산로 549","-","중개거래","경기 고양시 일산서구, 서울 광진구","-"
