"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"6596","서울특별시 성동구 옥수동","428","0428","0000","극동","142.2600","202506","26","197,000","-","4","개인","개인","1986","독서당로 191","-","중개거래","경기 하남시, 서울 성동구","-"
"6597","서울특별시 용산구 청파동3가","132-15","0132","0015","베르체","105.0300","202506","26","99,000","-","3","개인","개인","2003","효창원로72길 29","-","중개거래","서울 마포구, 서울 용산구","-"
"6598","서울특별시 용산구 신창동","102","0102","0000","세방리버하이빌","84.5400","202506","26","104,500","-","2","개인","개인","2005","효창원로15길 16","-","중개거래","서울 용산구","-"
"6599","서울특별시 중구 황학동","787","0787","0000","한양I-Class","16.3700","202506","26","13,300","-","17","개인","법인","2013","난계로 173","-","중개거래","서울 중구","25.06.27"
"6600","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","59.9100","202506","26","90,500","-","18","개인","개인","2008","청계천로 400","-","중개거래","서울 중구","-"
"6601","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","59.9400","202506","26","92,000","-","22","개인","개인","2008","청계천로 400","-","중개거래","서울 중구","-"
"6602","서울특별시 중구 황학동","2523","2523","0000","황학아크로타워","117.3670","202506","26","119,200","-","5","개인","개인","2010","퇴계로 447","-","중개거래","서울 성동구, 서울 중구","-"
"6603","서울특별시 성동구 금호동4가","1250","1250","0000","롯데","84.9900","202506","26","135,000","-","20","개인","개인","2003","동호로 84","-","중개거래","서울 성동구","-"
"6604","서울특별시 종로구 명륜2가","4","0004","0000","아남1","84.8000","202506","26","107,500","-","10","개인","개인","1995","창경궁로 265","-","중개거래","서울 종로구","-"
"6605","서울특별시 성동구 금호동3가","1331","1331","0000","두산","84.9900","202506","26","139,000","-","8","개인","개인","1994","동호로 100","-","중개거래","서울 강남구, 서울 성동구","-"
"6606","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","59.9800","202506","26","178,000","-","10","개인","개인","2016","금호로 173","-","중개거래","서울 성동구","-"
"6607","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","114.3200","202506","26","199,000","-","7","개인","개인","2012","금호로 107","-","중개거래","경기 성남시 분당구, 서울 성동구","-"
"6608","서울특별시 용산구 원효로4가","118-16","0118","0016","산호","40.4600","202506","26","140,000","-","2","개인","개인","1977","원효로 66","20250630","중개거래","서울 용산구","-"
"6609","서울특별시 용산구 원효로4가","118-16","0118","0016","산호","40.4600","202506","26","140,000","-","2","개인","개인","1977","원효로 66","-","중개거래","서울 용산구","-"
"6610","서울특별시 동대문구 용두동","795","0795","0000","이편한세상청계센트럴포레","84.9300","202506","26","148,000","-","3","개인","개인","2021","무학로 91","-","중개거래","서울 동대문구, 서울 성동구","-"
"6611","서울특별시 성동구 금호동1가","1500","1500","0000","금호삼성래미안","84.4500","202506","26","137,000","-","1","개인","개인","2001","독서당로 343","-","중개거래","서울 강남구, 서울 성동구","-"
"6612","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","59.9700","202506","26","200,000","-","21","개인","개인","2018","고산자로2길 65","-","중개거래","서울 성동구","-"
"6613","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","84.9800","202506","26","225,000","-","3","개인","개인","2018","고산자로2길 65","-","중개거래","서울 성동구","-"
"6614","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","114.6200","202506","26","154,000","-","1","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"6615","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","59.9600","202506","26","135,000","-","23","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","-"
"6616","서울특별시 용산구 신계동","48","0048","0000","용산e편한세상","84.2100","202506","26","213,000","-","7","개인","개인","2011","원효로 216","-","중개거래","서울 용산구","-"
"6617","서울특별시 광진구 화양동","234","0234","0000","화양현대","59.9700","202506","26","90,000","-","13","개인","개인","1999","동일로24길 5","-","중개거래","서울 광진구","-"
"6618","서울특별시 성동구 마장동","784","0784","0000","세림","84.9300","202506","26","129,300","-","6","개인","개인","1986","마장로42길 16","-","중개거래","서울 성동구","-"
"6619","서울특별시 성동구 마장동","784","0784","0000","세림","72.8400","202506","26","110,000","-","5","개인","개인","1986","마장로42길 16","-","중개거래","서울 성동구","-"
"6620","서울특별시 중구 신당동","843","0843","0000","삼성","114.9100","202506","26","110,000","-","17","개인","개인","1999","청구로1길 23","-","중개거래","서울 중구","-"
"6621","서울특별시 중구 신당동","844","0844","0000","남산타운","84.8800","202506","26","143,000","-","16","개인","개인","2002","다산로 32","-","중개거래","서울 중구","-"
"6622","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9900","202506","26","190,000","-","6","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"6623","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9600","202506","26","186,000","-","2","개인","개인","2016","왕십리로 410","20250627","중개거래","서울 성동구","-"
"6624","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","84.4170","202506","26","125,000","-","11","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","-"
"6625","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9600","202506","26","186,000","-","2","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"6626","서울특별시 성동구 하왕십리동","1071","1071","0000","왕십리자이","84.9900","202506","26","145,000","-","3","개인","개인","2017","난계로 100","-","중개거래","서울 중구","-"
"6627","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","114.4600","202506","26","129,500","-","6","개인","개인","1996","무학로 50","-","중개거래","서울 성동구","-"
"6628","서울특별시 성동구 하왕십리동","1058","1058","0000","극동미라주","59.4000","202506","26","99,000","-","16","개인","개인","2001","난계로 73","-","중개거래","서울 성동구","-"
"6629","서울특별시 성동구 송정동","104","0104","0000","서울숲아이파크","116.5800","202506","26","149,000","-","14","개인","개인","2009","동일로 237","-","중개거래","서울 강남구, 서울 동대문구","-"
"6630","서울특별시 중구 신당동","852","0852","0000","청구e편한세상","118.4700","202506","26","195,000","-","3","개인","개인","2011","청구로 64","-","중개거래","서울 중구","-"
"6631","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.5900","202506","26","165,000","127","3","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.08.01"
"6632","서울특별시 성동구 상왕십리동","12-47","0012","0047","센트럴큐브","19.4200","202506","26","25,000","-","6","개인","법인","2019","난계로24길 19","-","중개거래","서울 동대문구","25.06.27"
"6633","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","84.9200","202506","26","177,500","-","6","개인","개인","2014","마장로 137","-","중개거래","서울 성동구","-"
"6634","서울특별시 성동구 송정동","104","0104","0000","서울숲아이파크","116.5800","202506","26","149,000","-","14","개인","개인","2009","동일로 237","20250707","중개거래","서울 강남구, 서울 동대문구","-"
"6635","서울특별시 광진구 자양동","786","0786","0000","자양현대6","84.9700","202506","26","148,000","-","12","개인","개인","1999","자양번영로3길 66","-","중개거래","서울 광진구","-"
"6636","서울특별시 광진구 자양동","854","0854","0000","광진트라팰리스","119.1100","202506","26","215,000","-","8","개인","개인","2006","뚝섬로34길 67","-","중개거래","서울 광진구","-"
"6637","서울특별시 광진구 자양동","645-5","0645","0005","자양동현대","83.1100","202506","26","112,000","-","3","개인","개인","1993","뚝섬로56길 72","-","중개거래","서울 광진구, 서울 동대문구","-"
"6638","서울특별시 종로구 숭인동","76","0076","0000","롯데캐슬천지인","84.9500","202506","26","112,000","-","15","개인","개인","2004","종로 347","-","중개거래","서울 종로구","-"
"6639","서울특별시 광진구 자양동","784-1","0784","0001","대동","59.5400","202506","26","100,000","-","5","개인","개인","1999","뚝섬로31길 20","-","중개거래","서울 광진구","-"
"6640","서울특별시 동대문구 전농동","695","0695","0000","동대문롯데캐슬노블레스","59.9800","202506","25","125,000","-","17","개인","개인","2018","답십리로23길 30","-","중개거래","서울 동대문구","-"
"6641","서울특별시 동대문구 전농동","690","0690","0000","래미안크레시티","59.9900","202506","25","130,000","-","9","개인","개인","2014","사가정로 65","-","중개거래","서울 동대문구","-"
"6642","서울특별시 동대문구 전농동","695","0695","0000","동대문롯데캐슬노블레스","59.9800","202506","25","126,800","-","17","개인","개인","2018","답십리로23길 30","-","중개거래","서울 동대문구","-"
"6643","서울특별시 용산구 효창동","287","0287","0000","용산롯데캐슬센터포레","59.9525","202506","25","184,000","101","15","개인","개인","2019","백범로 313","-","중개거래","서울 용산구","25.08.04"
"6644","서울특별시 용산구 용산동5가","24","0024","0000","용산파크타워(24-0)","118.2000","202506","25","305,000","-","28","개인","개인","2009","서빙고로 67","-","중개거래","서울 용산구","-"
"6645","서울특별시 중구 흥인동","142-1","0142","0001","위더스하임","23.8200","202506","25","27,900","-","3","개인","개인","2018","퇴계로73길 20","20250811","중개거래","서울 중구","-"
